Hashed Device Id	Common Evening Lat	Common Evening Long	Common Evening Country	Common Evening State	Common Evening Zip	Common Evening Census	Common Daytime Lat	Common Daytime Long	Common Daytime Country	Common Daytime State	Common Daytime Zip	Common Daytime Census
8e2e6c70f4c643f7524d99ad1e7a1c938e565ad3	-34.90547513283774	138.50370463636935	AUS	South Australia	5022	40401109535	-34.91554213283774	138.50291665606755	AUS	South Australia	5022	40401109217
d8e5cb53335aea23ff8e69238fc0a849c6570d68	-34.89369540793457	138.5774587491558	AUS	South Australia	5007	40401109313	-34.89368740793457	138.57745674912448	AUS	South Australia	5007	40401109313
c76e4c50b75ca9e10e0cd1920e79fba372a6abba	-34.883667195460745	138.5269393428811	AUS	South Australia	5011	40401109010	-34.94238019546075	138.58379329948283	AUS	South Australia	5034	40107102315
d76d2df6745ba26cbfce615eace6a756729768d2	-34.8435596890329	138.65514945348966	AUS	South Australia	5093	40203103739	-34.766514689032896	138.65680955677493	AUS	South Australia	5109	40204104728
1a883b2b23ef5a367d8ccd4ecda23f35b0115f8e	-34.84868704643624	138.53260907098758	AUS	South Australia	5013	40402110108	-34.848700046436235	138.53259207106643	AUS	South Australia	5013	40402110108
f4d8caabb714c5bfcbf4dcdab4cb26b7f0e4a2c6	-34.90547590375914	138.52788351501468	AUS	South Australia	5023	40401109119	-34.77107290375914	138.71930006882093	AUS	South Australia	5125	40205105001
38a16a04a2aa068aa0f997ee2c3287845a5c8759	-34.877699849355864	138.552084872566	AUS	South Australia	5009	40401109729	-34.87767884935586	138.55208787248736	AUS	South Australia	5009	40401109729
a2717eb5384ffbea551d48db645136c5360df5f0	-34.89715302388969	138.53822654196696	AUS	South Australia	5023	40401109121	-34.89715702388969	138.5382315419651	AUS	South Australia	5023	40401109121
b9b05ec8a4af0e2d6f91c0b7a16aa50bfe2909ef	-34.848178687585005	138.5322285493055	AUS	South Australia	5013	40402110109	-34.848316687585005	138.53221154917225	AUS	South Australia	5013	40402110108
c65dc5893739762099be40bfdb17d0fe2c8e51b8	-34.95353355023582	138.56198699821803	AUS	South Australia	5038	40403110703	-34.95353455023582	138.56200299821793	AUS	South Australia	5038	40403110703
dc1812ad43dfd4b8e0766572cee59ac4bbaf3f96	-34.86518652323573	138.49247270343182	AUS	South Australia	5021	40401109626	-34.865196523235724	138.49245070340513	AUS	South Australia	5021	40401109626
7d8aa04e0f15b3b9207bbaea7f80fe223d0efe91	-34.88737926812271	138.5775836353903	AUS	South Australia	5008	40402110228	-34.88738126812271	138.57758063538952	AUS	South Australia	5008	40402110228
049db70979374d954ac64f9775805696e8aa59b9	-34.907842209268225	138.54061790054058	AUS	South Australia	5025	40401109112	-34.907785209268226	138.54053990034976	AUS	South Australia	5025	40401109112
5e159a4b36abd66e32d2ed3e9fe95a55ec7f8ed8	-34.88878812790594	138.5310955403561	AUS	South Australia	5011	40401109005	-34.88876312790594	138.53108254046666	AUS	South Australia	5011	40401109005
4c07a0f7ab0b3d90b34ba676000c9fd1e5b91f50	-34.91218014158398	138.52796832359223	AUS	South Australia	5025	40401109103	-34.91219814158398	138.52794232368086	AUS	South Australia	5025	40401109103
17ec1a8996fbcd952edb8fb9bc2214342c9be733	-34.906518454519045	138.54460128884887	AUS	South Australia	5025	40401109111	-34.906510454519044	138.54459528887824	AUS	South Australia	5025	40401109111
199f04e64ee85624a32636e151545b4d6a3292ac	-34.88886248880354	138.53209576041425	AUS	South Australia	5011	40401109017	-34.88883748880354	138.5321127604253	AUS	South Australia	5011	40401109017
97fb75e040343f85b1b1ae13320d798848cf5e25	-34.85873543906646	138.54394342611448	AUS	South Australia	5012	40401109720	-34.85872343906646	138.54393242609575	AUS	South Australia	5012	40401109720
18c34b37e8a0d110e7a2ed6f10ed8c9a2933b1ba	-34.93149867839131	138.5387801948726	AUS	South Australia	5032	40403110605	-34.9314806783913	138.53879219490636	AUS	South Australia	5032	40403110605
7c281d13d25881da83f3cb2b532b16b357fa2e68	-34.88036459840744	138.52954658454098	AUS	South Australia	5011	40401109008	-34.880346598407435	138.5295525845794	AUS	South Australia	5011	40401109008
1b84d09d8b48e79dc5f6926e37a856cd045d572a	-34.88782007057647	138.52622719391238	AUS	South Australia	5011	40401109012	-34.88779407057647	138.52619919404555	AUS	South Australia	5011	40401109012
7a6bbdd8594f0800e8b4c892143ce7397d4796a7	-34.930988412203675	138.54462664318388	AUS	South Australia	5032	40403110606	-34.930988412203675	138.54463264318386	AUS	South Australia	5032	40403110606
524eb2f3d242ad48daa7c9b883f22f61894db5ed	-34.92814089624403	138.56821701168187	AUS	South Australia	5031	40403110818	-34.92814189624403	138.56821201167708	AUS	South Australia	5031	40403110818
eca35882880c5f444d0f176d68815e8ab8f9cd02	-34.89420252341723	138.52638219637444	AUS	South Australia	5023	40401109126	-34.89424452341722	138.5264061965678	AUS	South Australia	5023	40401109126
f62b9b8f4b484e45431a2b228aa74b1027b8076e	-34.962760243656184	138.57419008398978	AUS	South Australia	5035	40107102331	-34.96273924365618	138.57417308412556	AUS	South Australia	5035	40107102331
31f622d351e94edcf65a6cdc8b978e59db3de03e	-34.8837781777747	138.53594533287202	AUS	South Australia	5011	40401109007	-34.9916951777747	138.59289667432796	AUS	South Australia	5041	40303106815
1aa35e89a4f17a884d9dac66dd1d888ec436c95d	-34.8979655546184	138.5409635591174	AUS	South Australia	5011	40401109003	-34.8979865546184	138.54096755909865	AUS	South Australia	5011	40401109003
db62553e1f6252a040849374d64d1b5868734215	-34.90383119641261	138.53479181512841	AUS	South Australia	5023	40401109123	-34.90382119641261	138.53479481508725	AUS	South Australia	5023	40401109123
