Hashed Device Id	Common Evening Lat	Common Evening Long	Common Evening Country	Common Evening State	Common Evening Zip	Common Evening Census	Common Daytime Lat	Common Daytime Long	Common Daytime Country	Common Daytime State	Common Daytime Zip	Common Daytime Census
52596e630b7f6730e0dfd54cd6c4d43e65b67383	-34.78881015140075	138.49931324738048	AUS	South Australia	5018	40402110036	-34.78881115140076	138.49929824737958	AUS	South Australia	5018	40402110036
5dcbb8343b7dbaafbe7f1b5fa767faa28e85126b	-34.87441928355955	138.51600616011632	AUS	South Australia	5014	40401109408	-34.87443628355955	138.51615316006587	AUS	South Australia	5014	40401109408
331e32b1b7ae68c5265a5a204702e67f743ee941	-34.85333583939343	138.51794056419556	AUS	South Australia	5013	40402110123	-34.83972183939343	138.5275055437563	AUS	South Australia	5013	40402110122
e36f6f68a42714660bf71c3f6a0a9e3e63839699	-34.80245800760451	138.60719566452187	AUS	South Australia	5095	40204117125	-34.80247000760451	138.60720466449752	AUS	South Australia	5095	40204117125
ea569f9c95782b2eef317665ac17e5bbd16e0d11	-34.87579465555042	138.50655211597942	AUS	South Australia	5014	40401109403	-34.87577865555043	138.50659111602747	AUS	South Australia	5014	40401109403
5b9095d7ddbcf8501e0a2bc262ec00a7ef6c6d35	-34.85975386772224	138.5186364039289	AUS	South Australia	5014	40402110117	-34.859746867722244	138.5186204038903	AUS	South Australia	5014	40402110117
dcd38f00616d5193b396e68d0104cb600301e045	-34.88010110278413	138.50534849611054	AUS	South Australia	5023	40401109509	-34.880122102784135	138.5056904960412	AUS	South Australia	5023	40401109509
1f640f37250b8520f431fdf52c523946d33e4f86	-35.133312311732155	138.49670431370606	AUS	South Australia	5164	40304107307	-35.133317311732156	138.49669031372702	AUS	South Australia	5164	40304107307
a28f1f3bcf208d845071b63e0553688ea996b95a							-34.8698140537129	138.51058622741698	AUS	South Australia	5014	40401109404
d4294788ce9613529bde64285fd506f609e48fd3	-35.086973722345	138.52232651512114	AUS	South Australia	5158	40302106327	-35.086859722345	138.52212451471368	AUS	South Australia	5158	40302106327
b4c9461ef7c230064e194b8b90cdfc91ee76991f	-32.49262572759868	137.77603414790565	AUS	South Australia	5700	40602114227	-32.49262872759868	137.776038147906	AUS	South Australia	5700	40602114227
185b4f27a497ef285321027bd5bbc30cf3d5592d	-34.87535511289744	138.50636778037358	AUS	South Australia	5014	40401109403	-34.87962211289744	138.51607879609105	AUS	South Australia	5014	40401109409
d624653066f2fc79a16a0443bc7ffbb10ce5fe03	-35.09049128246323	139.30790777532675	AUS	South Australia	5253	40703116505	-35.11872528246323	139.27529181405154	AUS	South Australia	5253	40703116511
799bbd851f3bcc6aedc8e107dfe4e6ec56305781	-35.11217109955901	138.53216994212292	AUS	South Australia	5162	40304108409	-35.11220909955902	138.53203494221245	AUS	South Australia	5162	40304108409
3f51ac83113f85c7d5d8fdddcdb115bea24db616	-34.8823683108679	138.52637066891018	AUS	South Australia	5011	40401109010	-34.882362310867904	138.5263626688864	AUS	South Australia	5011	40401109010
903b5f2c0201d08149071b64905f4d12217f349e	-34.95693368134302	138.6084463980228	AUS	South Australia	5061	40107102433	-34.87252968134302	138.60157360007105	AUS	South Australia	5082	40106102107
2f055ba54d355ce9dd18c0fe0cad8593726f8675	-34.845394997865675	138.5075956062798	AUS	South Australia	5015	40402110127	-34.84539399786568	138.50759460628086	AUS	South Australia	5015	40402110127
c65dc5893739762099be40bfdb17d0fe2c8e51b8	-34.95353355023582	138.56198699821803	AUS	South Australia	5038	40403110703	-34.95353455023582	138.56200299821793	AUS	South Australia	5038	40403110703
47c14ffda14628533452625d092fe0661e11de41	-35.06381533642079	138.5247805980085	AUS	South Australia	5158	40302105928	-34.99285733642079	138.5914673753588	AUS	South Australia	5042	40303107015
7def76ddfa9f39fe06439bb7c1caca279605ac7d	-34.855758179658	138.51345266323227	AUS	South Australia	5014	40402110118	-34.855764179657996	138.5134626632193	AUS	South Australia	5014	40402110118
6142edf816d984213182970b42c6b8fe9c36b5a1	-34.726583088351624	138.6718126607223	AUS	South Australia	5112	40202103003	-34.71858308835162	138.66524469017014	AUS	South Australia	5112	40202103025
41e7517430c92991ff88db61f5c07fa268430560	-34.89791257039204	138.48919223976924	AUS	South Australia	5022	40401109532	-34.89790157039204	138.48923823983054	AUS	South Australia	5022	40401109532
2d4728f53fb60511578d2efbef17c8f5b817b763	-36.07633713871688	146.92417930034264	AUS	New South Wales	2640	10901117423	-34.82624613871688	138.59604130181557	AUS	South Australia	5094	40204117207
76345cfafddd27efc97981a6ca67bf72694650fa	-34.86465340490437	138.56064943038595	AUS	South Australia	5010	40402110209	-34.86473640490436	138.56065343038534	AUS	South Australia	5010	40402110209
bf86c5b4f9adb00a7f74e062ca669ca68b2ba686	-34.86154614460685	138.5102539931338	AUS	South Australia	5014	40402110113	-34.86154714460685	138.5102469931387	AUS	South Australia	5014	40402110113
c62b384643ab43bb098ca6d54f5353c82dff69fe	-34.85218742831857	138.48150819343496	AUS	South Australia	5019	40401109601	-34.852189428318574	138.48152519343017	AUS	South Australia	5019	40401109601
31ab03a57bc36427865762601410590689bff522	-34.68273586929648	138.71164632316402	AUS	South Australia	5114	40202102853	-34.68268886929648	138.71162732319618	AUS	South Australia	5114	40202102853
04850e986eebc15a9750ecacd82717fdc5b60bd4	-34.831686234996205	138.4853453626387	AUS	South Australia	5016	40402109904	-34.868035234996206	138.51160436279895	AUS	South Australia	5014	40401109401
18c34b37e8a0d110e7a2ed6f10ed8c9a2933b1ba	-34.93149867839131	138.5387801948726	AUS	South Australia	5032	40403110605	-34.9314806783913	138.53879219490636	AUS	South Australia	5032	40403110605
1e7c150c5eeea1d256bd5f92b3f5df89716652af	-34.86255345337129	138.51066233534803	AUS	South Australia	5014	40402110113						
7ae41c957d0b1234a5e68b8a5a3bee3a85a12d55	-34.867062924527126	138.51008487653613	AUS	South Australia	5014	40401109401	-34.86708392452713	138.5100738765361	AUS	South Australia	5014	40401109401
172b4292de2650d248daa2c6791f68599027de8b	-34.87867634678817	138.50219132057958	AUS	South Australia	5021	40401109617	-34.84279134678817	138.54398716995476	AUS	South Australia	5013	40402110246
1e2d2d769c22a5d7f36fe0c0ca69f845c4aa6b89	-34.86048075425895	138.4956094783719	AUS	South Australia	5021	40401109621	-34.86042275425895	138.49564447853302	AUS	South Australia	5021	40401109621
f62b9b8f4b484e45431a2b228aa74b1027b8076e	-34.962760243656184	138.57419008398978	AUS	South Australia	5035	40107102331	-34.96273924365618	138.57417308412556	AUS	South Australia	5035	40107102331
3dae01924f15c804218ec10c44b5463f5f528fa9	-34.894029987519346	138.52600779718585	AUS	South Australia	5023	40401109126	-34.89405698751934	138.52602379718547	AUS	South Australia	5023	40401109126
542fb7a9d84eced19d3ad22d2d293675809be011	-34.81678594371512	138.4906115860073	AUS	South Australia	5016	40402110010	-34.816772943715115	138.49061258600597	AUS	South Australia	5016	40402110010
ca5f8989cead8cb179485243c96ec0ed3654b525	-34.79332197676152	138.49532220596905	AUS	South Australia	5018	40402110033	-34.79333797676152	138.49533220604806	AUS	South Australia	5018	40402110033
47dd8084f3c0c9de73c504e65c173478612ff0b6	-34.41290502026909	137.9183691123497	AUS	South Australia	5571	40504112707	-34.412879020269095	137.91836211240002	AUS	South Australia	5571	40504112707
3cd8ab78b33ca149a7463eca4c4da0f901c5e6fc	-34.8838335997511	138.519807330273	AUS	South Australia	5023	40401109511	-34.8838435997511	138.5198033303012	AUS	South Australia	5023	40401109511
596e697450e656d074523d3d9c2dff3d78aa5ec5	-34.924644982631335	138.50997243450172	AUS	South Australia	5024	40403110502	-34.92462998263134	138.5100154344726	AUS	South Australia	5024	40403110502
96061d564dcae03d06c62ecf16acb45aa4809446	-34.87113307347379	138.5111477078065	AUS	South Australia	5014	40401109404	-34.8711340734738	138.51115770780152	AUS	South Australia	5014	40401109404
0caad03c7ce1e18899904e5ee3d39270168a2ee9	-34.88792733498519	138.52334480501221	AUS	South Australia	5011	40401109019	-34.88801433498519	138.52334080471024	AUS	South Australia	5011	40401109009
fdc061e8805248f3d11780a9b0efd0fe3e41f0fc	-34.88669062713207	138.51904191109378	AUS	South Australia	5023	40401109513	-34.886694627132066	138.5190369111018	AUS	South Australia	5023	40401109513
c3ec6dcba1b8e562e49df7b6b14f5b241d7e9272	-34.92647478648893	138.51752250130872	AUS	South Australia	5024	40403110504						
dc7e140e115036c685c232b70d09b25234ce0574	-34.85440574021351	138.55387365033766	AUS	South Australia	5012	40402110201	-34.85438874021351	138.5538496503613	AUS	South Australia	5012	40402110201
fccb2a5a08a01e389af48192d7e712ea155b755d	-34.877099280987295	138.5591117919735	AUS	South Australia	5008	40402110217	-34.923726280987296	138.5908469945897	AUS	South Australia	5000	40101100122
f440ab1892ba8d551c60532d7c21c381b8654f65	-34.88115115703165	138.51272569213913	AUS	South Australia	5023	40401109510	-34.88117815703165	138.5127236921308	AUS	South Australia	5023	40401109510
593d495adbe22e34616e219322b6e9e8d15b98b3	-34.86229494072754	138.50136452736191	AUS	South Australia	5021	40401109614	-34.86229994072754	138.50137052736503	AUS	South Australia	5021	40401109614
37bbaeff6df38f4de21e93e5149aad6fe1c34076	-34.880074897569465	138.50516540595035	AUS	South Australia	5023	40401109509	-34.880077897569464	138.5051614059401	AUS	South Australia	5023	40401109509
471badec2a0a624e71245fb9e1055800888fc7c5	-34.8607093753077	138.60595815467397	AUS	South Australia	5085	40203103629	-34.754093375307704	138.63741492823084	AUS	South Australia	5108	40204104825
853d586d8aab3da54f6017443731c5703a1c7d93	-34.76455981176083	138.59485809918033	AUS	South Australia	5108	40204104401	-34.93894281176084	138.5376429480533	AUS	South Australia	5950	40403110401
6bf03b211060a2f392883822d14de17c59e5569a	-34.88223284167621	138.511302634316	AUS	South Australia	5023	40401109540	-34.67883284167621	138.6918905266402	AUS	South Australia	5114	40202103410
e641a207c486db34a0ce32a4dcd6bf5335054a2d	-34.81514582587065	138.49179542987923	AUS	South Australia	5016	40402110010	-34.81536282587065	138.491783429135	AUS	South Australia	5016	40402110010
005542178adb34f51e1ab5de79173482cea772e5	-34.887140355325045	138.5083778224113	AUS	South Australia	5023	40401109507	-34.88709035532504	138.50836182256654	AUS	South Australia	5023	40401109507
8887fe5593baa436f3e1d693670eaa138f33fd35	-34.988406838080394	138.5112187735204	AUS	South Australia	5045	40301105736	-34.98839683808039	138.51121377356571	AUS	South Australia	5045	40301105736
944e6121c40e93f6eaad16a4ec165a401b4fb1d5	-34.86057615127379	138.5154507599434	AUS	South Australia	5014	40402110117	-35.03899515127379	138.81760572238167	AUS	South Australia	5245	40102100504
174e68b89d1be8f29da5ef481ad19605b732d04c	-34.86234803004002	138.52133959588525	AUS	South Australia	5014	40401109734	-34.86236503004002	138.52132059584443	AUS	South Australia	5014	40401109734
